Unnamed: 0,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
6770,Diving,athens-2004,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/lishi-lao,Lishi LAO,People's Republic of China,CN,CHN
6771,Diving,athens-2004,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/ting-li,Ting LI,People's Republic of China,CN,CHN
6772,Diving,athens-2004,synchronized diving 10m platform women,Women,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/natalia-goncharova,Natalia GONCHAROVA,Russian Federation,RU,RUS
6773,Diving,athens-2004,synchronized diving 10m platform women,Women,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/yulia-koltunova,Yulia KOLTUNOVA,Russian Federation,RU,RUS
6774,Diving,athens-2004,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/blythe-hartley,Blythe HARTLEY,Canada,CA,CAN
6775,Diving,athens-2004,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/emilie-heymans,Emilie HEYMANS,Canada,CA,CAN
6776,Diving,athens-2004,synchronized diving 3m springboard men,Men,GOLD,GameTeam,Greece team,https://olympics.com/en/athletes/nikolaos-siranidis,Nikolaos SIRANIDIS,Greece,GR,GRE
6777,Diving,athens-2004,synchronized diving 3m springboard men,Men,GOLD,GameTeam,Greece team,https://olympics.com/en/athletes/thomas-bimis,Thomas BIMIS,Greece,GR,GRE
6778,Diving,athens-2004,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/andreas-wels,Andreas WELS,Germany,DE,GER
6779,Diving,athens-2004,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/tobias-schellenberg,Tobias SCHELLENBERG,Germany,DE,GER
6780,Diving,athens-2004,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/robert-newbery,Robert NEWBERY,Australia,AU,AUS
6781,Diving,athens-2004,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Australia team,https://olympics.com/en/athletes/steven-barnett,Steven BARNETT,Australia,AU,AUS
6782,Judo,athens-2004,48  52kg halflightweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/dongmei-xian,Dongmei XIAN,People's Republic of China,CN,CHN
6783,Judo,athens-2004,48  52kg halflightweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yuki-yokosawa,Yuki YOKOSAWA,Japan,JP,JPN
6784,Judo,athens-2004,48  52kg halflightweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/amarilys-savon,Amarilys SAVON,Cuba,CU,CUB
6785,Judo,athens-2004,48  52kg halflightweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ilse-heylen-1,Ilse HEYLEN,Belgium,BE,BEL
6786,Judo,athens-2004,78kg heavyweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/maki-tsukada,Maki TSUKADA,Japan,JP,JPN
6787,Judo,athens-2004,78kg heavyweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/daima-mayelis-beltran,Daima Mayelis BELTRAN,Cuba,CU,CUB
6788,Judo,athens-2004,78kg heavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tea-donguzashvili,Tea DONGUZASHVILI,Russian Federation,RU,RUS
6789,Judo,athens-2004,78kg heavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/fuming-sun,Fuming SUN,People's Republic of China,CN,CHN
6790,Judo,athens-2004,100kg heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/keiji-suzuki,Keiji SUZUKI,Japan,JP,JPN
6791,Judo,athens-2004,100kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tamerlan-tmenov,Tamerlan TMENOV,Russian Federation,RU,RUS
6792,Judo,athens-2004,100kg heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/dennis-van-der-geest,Dennis VAN DER GEEST,Netherlands,NL,NED
6793,Judo,athens-2004,100kg heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/indrek-pertelson,Indrek PERTELSON,Estonia,EE,EST
6794,Judo,athens-2004,66  73kg lightweight men,Men,GOLD,Athlete,,,Won-Hui Lee,Republic of Korea,KR,KOR
6795,Judo,athens-2004,66  73kg lightweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/vitaliy-makarov,Vitaliy MAKAROV,Russian Federation,RU,RUS
6796,Judo,athens-2004,66  73kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/leandro-guilheiro,Leandro GUILHEIRO,Brazil,BR,BRA
6797,Judo,athens-2004,66  73kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/james-pedro,James PEDRO,United States of America,US,USA
6798,Judo,athens-2004,52  57kg lightweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yvonne-boenisch,Yvonne BOENISCH,Germany,DE,GER
6799,Judo,athens-2004,52  57kg lightweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/sun-hui-kye,Sun Hui KYE,Democratic People's Republic of Korea,KP,PRK
6800,Judo,athens-2004,52  57kg lightweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/deborah-gravenstijn,Deborah GRAVENSTIJN,Netherlands,NL,NED
6801,Judo,athens-2004,52  57kg lightweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yurisleidy-lupetey,Yurisleidy LUPETEY,Cuba,CU,CUB
6802,Judo,athens-2004,70  78kg halfheavyweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/noriko-anno,Noriko ANNO,Japan,JP,JPN
6803,Judo,athens-2004,70  78kg halfheavyweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/xia-liu,Xia LIU,People's Republic of China,CN,CHN
6804,Judo,athens-2004,70  78kg halfheavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/lucia-morico,Lucia MORICO,Italy,IT,ITA
6805,Judo,athens-2004,70  78kg halfheavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yurisel-laborde,Yurisel LABORDE,Cuba,CU,CUB
6806,Judo,athens-2004,90  100kg halfheavyweight men,Men,GOLD,Athlete,,,Igor Makarov,Belarus,BY,BLR
6807,Judo,athens-2004,90  100kg halfheavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sungho-jang,Sungho JANG,Republic of Korea,KR,KOR
6808,Judo,athens-2004,90  100kg halfheavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/michael-jurack,Michael JURACK,Germany,DE,GER
6809,Judo,athens-2004,90  100kg halfheavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/arik-zeevi,Arik ZEEVI,Israel,IL,ISR
6810,Judo,athens-2004,63  70kg middleweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/masae-ueno,Masae UENO,Japan,JP,JPN
6811,Judo,athens-2004,63  70kg middleweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/edith-bosch,Edith BOSCH,Netherlands,NL,NED
6812,Judo,athens-2004,63  70kg middleweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/dongya-qin,Dongya QIN,People's Republic of China,CN,CHN
6813,Judo,athens-2004,63  70kg middleweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/annett-boehm,Annett BOEHM,Germany,DE,GER
6814,Judo,athens-2004,60  66kg halflightweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/masato-uchishiba,Masato UCHISHIBA,Japan,JP,JPN
6815,Judo,athens-2004,60  66kg halflightweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jozef-krnac,Jozef KRNAC,Slovakia,SK,SVK
6816,Judo,athens-2004,60  66kg halflightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/georgi-georgiev-4,Georgi GEORGIEV,Bulgaria,BG,BUL
6817,Judo,athens-2004,60  66kg halflightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yordanis-arencibia,Yordanis ARENCIBIA,Cuba,CU,CUB
6818,Judo,athens-2004,Athens 2004 Judo - 60 kg men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/tadahiro-nomura,Tadahiro NOMURA,Japan,JP,JPN
6819,Judo,athens-2004,Athens 2004 Judo - 60 kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nestor-khergiani,Nestor KHERGIANI,Georgia,GE,GEO
6820,Judo,athens-2004,Athens 2004 Judo - 60 kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/tsagaanbaatar-khashbaatar,Tsagaanbaatar KHASHBAATAR,Mongolia,MN,MGL
6821,Judo,athens-2004,Athens 2004 Judo - 60 kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/min-ho-choi,Min Ho CHOI,Republic of Korea,KR,KOR
6822,Judo,athens-2004,Athens 2004 Judo - 48 kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ryoko-tani,Ryoko TANI,Japan,JP,JPN
6823,Judo,athens-2004,Athens 2004 Judo - 48 kg women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/frederique-jossinet,Frederique JOSSINET,France,FR,FRA
6824,Judo,athens-2004,Athens 2004 Judo - 48 kg women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/julia-matijass,Julia MATIJASS,Germany,DE,GER
6825,Judo,athens-2004,Athens 2004 Judo - 48 kg women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/feng-gao-1,Feng GAO,People's Republic of China,CN,CHN
6826,Judo,athens-2004,73  81kg halfmiddleweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ilias-iliadis,Ilias ILIADIS,Greece,GR,GRE
6827,Judo,athens-2004,73  81kg halfmiddleweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/roman-gontiuk,Roman GONTIUK,Ukraine,UA,UKR
6828,Judo,athens-2004,73  81kg halfmiddleweight men,Men,BRONZE,Athlete,,,Dmitry Nosov,Russian Federation,RU,RUS
6829,Judo,athens-2004,73  81kg halfmiddleweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/flavio-canto,Flavio CANTO,Brazil,BR,BRA
6830,Judo,athens-2004,57  63kg halfmiddleweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ayumi-tanimoto,Ayumi TANIMOTO,Japan,JP,JPN
6831,Judo,athens-2004,57  63kg halfmiddleweight women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/claudia-heill,Claudia HEILL,Austria,AT,AUT
6832,Judo,athens-2004,57  63kg halfmiddleweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/urska-zolnir,Urska ZOLNIR,Slovenia,SI,SLO
6833,Judo,athens-2004,57  63kg halfmiddleweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/driulys-gonzalez,Driulys GONZALEZ,Cuba,CU,CUB
6834,Judo,athens-2004,81  90kg middleweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/zurab-zviadauri,Zurab ZVIADAURI,Georgia,GE,GEO
6835,Judo,athens-2004,81  90kg middleweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/hiroshi-izumi,Hiroshi IZUMI,Japan,JP,JPN
6836,Judo,athens-2004,81  90kg middleweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/khasanbi-taov,Khasanbi TAOV,Russian Federation,RU,RUS
6837,Judo,athens-2004,81  90kg middleweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mark-huizinga,Mark HUIZINGA,Netherlands,NL,NED
6838,Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/christian-gille,Christian GILLE,Germany,DE,GER
6839,Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/tomasz-wylenzek,Tomasz WYLENZEK,Germany,DE,GER
6840,Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,SILVER,GameTeam,Russian Federation team,https://olympics.com/en/athletes/alexander-kostoglod,Alexander KOSTOGLOD,Russian Federation,RU,RUS
6841,Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,SILVER,GameTeam,Russian Federation team,,Aleksandr Kovalyov,Russian Federation,RU,RUS
6842,Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/gyorgy-kozmann,Gyorgy KOZMANN,Hungary,HU,HUN
6843,Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,BRONZE,GameTeam,Hungary team,https://olympics.com/en/athletes/gyorgy-kolonics,Gyorgy KOLONICS,Hungary,HU,HUN
6844,Canoe Sprint,athens-2004,K4 1000m kayak four men,Men,GOLD,GameTeam,Hungary team,,,Hungary,HU,HUN
6845,Canoe Sprint,athens-2004,K4 1000m kayak four men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER
6846,Canoe Sprint,athens-2004,K4 1000m kayak four men,Men,BRONZE,GameTeam,Slovakia team,,,Slovakia,SK,SVK
6847,Canoe Sprint,athens-2004,K2 500m kayak double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/ronald-rauhe,Ronald RAUHE,Germany,DE,GER
6848,Canoe Sprint,athens-2004,K2 500m kayak double men,Men,GOLD,GameTeam,Germany team,https://olympics.com/en/athletes/tim-wieskotter,Tim WIESKOTTER,Germany,DE,GER
6849,Canoe Sprint,athens-2004,K2 500m kayak double men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/clint-robinson,Clint ROBINSON,Australia,AU,AUS
6850,Canoe Sprint,athens-2004,K2 500m kayak double men,Men,SILVER,GameTeam,Australia team,https://olympics.com/en/athletes/nathan-baggaley,Nathan BAGGALEY,Australia,AU,AUS
6851,Canoe Sprint,athens-2004,K2 500m kayak double men,Men,BRONZE,GameTeam,Belarus team,,Roman Petrushenko,Belarus,BY,BLR
6852,Canoe Sprint,athens-2004,K2 500m kayak double men,Men,BRONZE,GameTeam,Belarus team,,Vadim Makhnyov,Belarus,BY,BLR
6853,Canoe Sprint,athens-2004,K1 500m kayak single women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/natasa-douchev-janic,Natasa DOUCHEV-JANIC,Hungary,HU,HUN
6854,Canoe Sprint,athens-2004,K1 500m kayak single women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/josefa-idem,Josefa IDEM,Italy,IT,ITA
6855,Canoe Sprint,athens-2004,K1 500m kayak single women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/caroline-brunet,Caroline BRUNET,Canada,CA,CAN
6856,Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/andreas-dittmer,Andreas DITTMER,Germany,DE,GER
6857,Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/david-cal-figueroa,David CAL FIGUEROA,Spain,ES,ESP
6858,Canoe Sprint,athens-2004,C-1 500m (canoe single) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/maksim-opalev,Maksim OPALEV,Russian Federation,RU,RUS
6859,Canoe Sprint,athens-2004,K2 500m kayak double women,Women,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/katalin-kovacs,Katalin KOVACS,Hungary,HU,HUN
6860,Canoe Sprint,athens-2004,K2 500m kayak double women,Women,GOLD,GameTeam,Hungary team,https://olympics.com/en/athletes/natasa-douchev-janic,Natasa DOUCHEV-JANIC,Hungary,HU,HUN
6861,Canoe Sprint,athens-2004,K2 500m kayak double women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/birgit-fischer,Birgit FISCHER,Germany,DE,GER
6862,Canoe Sprint,athens-2004,K2 500m kayak double women,Women,SILVER,GameTeam,Germany team,https://olympics.com/en/athletes/carolin-leonhardt,Carolin LEONHARDT,Germany,DE,GER
6863,Canoe Sprint,athens-2004,K2 500m kayak double women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/aneta-konieczna,Aneta KONIECZNA,Poland,PL,POL
6864,Canoe Sprint,athens-2004,K2 500m kayak double women,Women,BRONZE,GameTeam,Poland team,https://olympics.com/en/athletes/beata-sokolowska-kulesza,Beata SOKOLOWSKA KULESZA,Poland,PL,POL
6865,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,GOLD,GameTeam,Sweden team,https://olympics.com/en/athletes/markus-oscarsson,Markus OSCARSSON,Sweden,SE,SWE
6866,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,GOLD,GameTeam,Sweden team,https://olympics.com/en/athletes/henrik-nilsson-1,Henrik NILSSON,Sweden,SE,SWE
6867,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA
6868,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA
6869,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/eirik-veras-larsen,Eirik Veras LARSEN,Norway,NO,NOR
6870,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,BRONZE,GameTeam,Norway team,https://olympics.com/en/athletes/nils-olav-fjeldheim,Nils Olav FJELDHEIM,Norway,NO,NOR
6871,Canoe Sprint,athens-2004,K1 1000m kayak single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/eirik-veras-larsen,Eirik Veras LARSEN,Norway,NO,NOR
6872,Canoe Sprint,athens-2004,K1 1000m kayak single men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/ben-fouhy,Ben FOUHY,New Zealand,NZ,NZL
6873,Canoe Sprint,athens-2004,K1 1000m kayak single men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/adam-van-koeverden,Adam VAN KOEVERDEN,Canada,CA,CAN
6874,Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/david-cal-figueroa,David CAL FIGUEROA,Spain,ES,ESP
6875,Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/andreas-dittmer,Andreas DITTMER,Germany,DE,GER
6876,Canoe Sprint,athens-2004,C-1 1000m (canoe single) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/attila-sandor-vajda,Attila Sandor VAJDA,Hungary,HU,HUN
6877,Canoe Sprint,athens-2004,K1 500m kayak single men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/adam-van-koeverden,Adam VAN KOEVERDEN,Canada,CA,CAN
6878,Canoe Sprint,athens-2004,K1 500m kayak single men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nathan-baggaley,Nathan BAGGALEY,Australia,AU,AUS
6879,Canoe Sprint,athens-2004,K1 500m kayak single men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ian-wynne,Ian WYNNE,Great Britain,GB,GBR
6880,Canoe Sprint,athens-2004,K4 500m kayak four women,Women,GOLD,GameTeam,Germany team,,,Germany,DE,GER
6881,Canoe Sprint,athens-2004,K4 500m kayak four women,Women,SILVER,GameTeam,Hungary team,,,Hungary,HU,HUN
6882,Canoe Sprint,athens-2004,K4 500m kayak four women,Women,BRONZE,GameTeam,Ukraine team,,,Ukraine,UA,UKR
6883,Canoe Sprint,athens-2004,C2 500m canoe double men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/guanliang-meng,Guanliang MENG,People's Republic of China,CN,CHN
6884,Canoe Sprint,athens-2004,C2 500m canoe double men,Men,GOLD,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/wenjun-yang,Wenjun YANG,People's Republic of China,CN,CHN
6885,Canoe Sprint,athens-2004,C2 500m canoe double men,Men,SILVER,GameTeam,Cuba team,https://olympics.com/en/athletes/ibrahim-rojas-blanco,Ibrahim ROJAS BLANCO,Cuba,CU,CUB
6886,Canoe Sprint,athens-2004,C2 500m canoe double men,Men,SILVER,GameTeam,Cuba team,https://olympics.com/en/athletes/ledys-frank-balceiro,Ledys Frank BALCEIRO,Cuba,CU,CUB
6887,Canoe Sprint,athens-2004,C2 500m canoe double men,Men,BRONZE,GameTeam,Russian Federation team,https://olympics.com/en/athletes/alexander-kostoglod,Alexander KOSTOGLOD,Russian Federation,RU,RUS
6888,Canoe Sprint,athens-2004,C2 500m canoe double men,Men,BRONZE,GameTeam,Russian Federation team,,Aleksandr Kovalyov,Russian Federation,RU,RUS
6889,Baseball,athens-2004,baseball men,Men,GOLD,GameTeam,Cuba team,,,Cuba,CU,CUB
6890,Baseball,athens-2004,baseball men,Men,SILVER,GameTeam,Australia team,,,Australia,AU,AUS
6891,Baseball,athens-2004,baseball men,Men,BRONZE,GameTeam,Japan team,,,Japan,JP,JPN
6892,Softball,athens-2004,softball women,Women,GOLD,GameTeam,United States team,,,United States of America,US,USA
6893,Softball,athens-2004,softball women,Women,SILVER,GameTeam,Australia team,,,Australia,AU,AUS
6894,Softball,athens-2004,softball women,Women,BRONZE,GameTeam,Japan team,,,Japan,JP,JPN
6895,Triathlon,athens-2004,Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hamish-carter,Hamish CARTER,New Zealand,NZ,NZL
6896,Triathlon,athens-2004,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/bevan-docherty,Bevan DOCHERTY,New Zealand,NZ,NZL
6897,Triathlon,athens-2004,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sven-riederer,Sven RIEDERER,Switzerland,CH,SUI
6898,Triathlon,athens-2004,Individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/kate-allen,Kate ALLEN,Austria,AT,AUT
6899,Triathlon,athens-2004,Individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/loretta-harrop,Loretta HARROP,Australia,AU,AUS
6900,Triathlon,athens-2004,Individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/susan-williams,Susan WILLIAMS,United States of America,US,USA
6901,Handball,athens-2004,handball women,Women,GOLD,GameTeam,Denmark team,,,Denmark,DK,DEN
6902,Handball,athens-2004,handball women,Women,SILVER,GameTeam,Republic of Korea team,,,Republic of Korea,KR,KOR
6903,Handball,athens-2004,handball women,Women,BRONZE,GameTeam,Ukraine team,,,Ukraine,UA,UKR
6904,Handball,athens-2004,handball men,Men,GOLD,GameTeam,Croatia team,,,Croatia,HR,CRO
6905,Handball,athens-2004,handball men,Men,SILVER,GameTeam,Germany team,,,Germany,DE,GER
6906,Handball,athens-2004,handball men,Men,BRONZE,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS
6907,Synchronized Swimming,athens-2004,team women,Women,GOLD,GameTeam,Russian Federation team,,,Russian Federation,RU,RUS
6908,Synchronized Swimming,athens-2004,team women,Women,SILVER,GameTeam,Japan team,,,Japan,JP,JPN
6909,Synchronized Swimming,athens-2004,team women,Women,BRONZE,GameTeam,United States team,,,United States of America,US,USA
6910,Synchronized Swimming,athens-2004,duet women,Women,GOLD,GameTeam,Russian Federation team,https://olympics.com/en/athletes/anastasia-davydova,Anastasia DAVYDOVA,Russian Federation,RU,RUS
6911,Synchronized Swimming,athens-2004,duet women,Women,GOLD,GameTeam,Russian Federation team,,Anastasiya Yermakova,Russian Federation,RU,RUS
6912,Synchronized Swimming,athens-2004,duet women,Women,SILVER,GameTeam,Japan team,https://olympics.com/en/athletes/miya-tachibana,Miya TACHIBANA,Japan,JP,JPN
6913,Synchronized Swimming,athens-2004,duet women,Women,SILVER,GameTeam,Japan team,https://olympics.com/en/athletes/miho-takeda,Miho TAKEDA,Japan,JP,JPN
6914,Synchronized Swimming,athens-2004,duet women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/alison-bartosik,Alison BARTOSIK,United States of America,US,USA
6915,Synchronized Swimming,athens-2004,duet women,Women,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/anna-kozlova,Anna KOZLOVA,United States of America,US,USA
6916,Ski Jumping,salt-lake-city-2002,Large Hill Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/simon-ammann,Simon AMMANN,Switzerland,CH,SUI
6917,Ski Jumping,salt-lake-city-2002,Large Hill Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/adam-malysz,Adam MALYSZ,Poland,PL,POL
6918,Ski Jumping,salt-lake-city-2002,Large Hill Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/matti-hautamaeki,Matti HAUTAMAEKI,Finland,FI,FIN
6919,Ski Jumping,salt-lake-city-2002,Normal Hill Individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/simon-ammann,Simon AMMANN,Switzerland,CH,SUI
6920,Ski Jumping,salt-lake-city-2002,Normal Hill Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sven-hannawald,Sven HANNAWALD,Germany,DE,GER
6921,Ski Jumping,salt-lake-city-2002,Normal Hill Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/adam-malysz,Adam MALYSZ,Poland,PL,POL
6922,Ski Jumping,salt-lake-city-2002,Teams men,Men,GOLD,GameTeam,Germany team,,,Germany,DE,GER
6923,Ski Jumping,salt-lake-city-2002,Teams men,Men,SILVER,GameTeam,Finland team,,,Finland,FI,FIN
6924,Ski Jumping,salt-lake-city-2002,Teams men,Men,BRONZE,GameTeam,Slovenia team,,,Slovenia,SI,SLO
6925,Freestyle Skiing,salt-lake-city-2002,Aerials women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/alisa-camplin,Alisa CAMPLIN,Australia,AU,AUS
6926,Freestyle Skiing,salt-lake-city-2002,Aerials women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/veronica-brenner,Veronica BRENNER,Canada,CA,CAN
6927,Freestyle Skiing,salt-lake-city-2002,Aerials women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/deidra-dionne,Deidra DIONNE,Canada,CA,CAN
6928,Freestyle Skiing,salt-lake-city-2002,Moguls women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/kari-traa,Kari TRAA,Norway,NO,NOR
6929,Freestyle Skiing,salt-lake-city-2002,Moguls women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/shannon-bahrke,Shannon BAHRKE,United States of America,US,USA
6930,Freestyle Skiing,salt-lake-city-2002,Moguls women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tae-satoya,Tae SATOYA,Japan,JP,JPN
6931,Freestyle Skiing,salt-lake-city-2002,Moguls men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/janne-lahtela,Janne LAHTELA,Finland,FI,FIN
6932,Freestyle Skiing,salt-lake-city-2002,Moguls men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/travis-mayer,Travis MAYER,United States of America,US,USA
6933,Freestyle Skiing,salt-lake-city-2002,Moguls men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/richard-gay,Richard GAY,France,FR,FRA
6934,Freestyle Skiing,salt-lake-city-2002,Aerials men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ales-valenta,Ales VALENTA,Czech Republic,CZ,CZE
6935,Freestyle Skiing,salt-lake-city-2002,Aerials men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/joe-pack,Joe PACK,United States of America,US,USA
