Unnamed: 0,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
0,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/stefania-constantini,Stefania CONSTANTINI,Italy,IT,ITA
1,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/amos-mosaner,Amos MOSANER,Italy,IT,ITA
2,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,https://olympics.com/en/athletes/kristin-skaslien,Kristin SKASLIEN,Norway,NO,NOR
3,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,https://olympics.com/en/athletes/magnus-nedregotten,Magnus NEDREGOTTEN,Norway,NO,NOR
4,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,https://olympics.com/en/athletes/almida-de-val,Almida DE VAL,Sweden,SE,SWE
5,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,https://olympics.com/en/athletes/oskar-eriksson,Oskar ERIKSSON,Sweden,SE,SWE
6,Curling,beijing-2022,Women,Women,GOLD,GameTeam,Great Britain,,,Great Britain,GB,GBR
7,Curling,beijing-2022,Women,Women,SILVER,GameTeam,Japan,,,Japan,JP,JPN
8,Curling,beijing-2022,Women,Women,BRONZE,GameTeam,Sweden,,,Sweden,SE,SWE
9,Curling,beijing-2022,Men,Men,GOLD,GameTeam,Sweden,,,Sweden,SE,SWE
10,Curling,beijing-2022,Men,Men,SILVER,GameTeam,Great Britain,,,Great Britain,GB,GBR
11,Curling,beijing-2022,Men,Men,BRONZE,GameTeam,Canada,,,Canada,CA,CAN
12,Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,,https://olympics.com/en/athletes/mikael-kingsbury,Mikael KINGSBURY,Canada,CA,CAN
13,Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,,https://olympics.com/en/athletes/wallberg,Walter WALLBERG,Sweden,SE,SWE
14,Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ikuma-horishima,Ikuma HORISHIMA,Japan,JP,JPN
15,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,,https://olympics.com/en/athletes/nico-porteous,Nico PORTEOUS,New Zealand,NZ,NZL
16,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,,https://olympics.com/en/athletes/david-wise,David WISE,United States of America,US,USA
17,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/alex-ferreira,Alex FERREIRA,United States of America,US,USA
18,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/henrik-harlaut,Henrik HARLAUT,Sweden,SE,SWE
19,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,,https://olympics.com/en/athletes/birk-ruud,Birk RUUD,Norway,NO,NOR
20,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,,https://olympics.com/en/athletes/colby-stevenson,Colby STEVENSON,United States of America,US,USA
21,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sergey-ridzik-1,Sergey RIDZIK,ROC,ROC,ROC
22,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,,https://olympics.com/en/athletes/alex-fiva,Alex FIVA,Switzerland,CH,SUI
23,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ryan-regez,Ryan REGEZ,Switzerland,CH,SUI
24,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,CH,SUI
25,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN
26,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tess-ledeux,Tess LEDEUX,France,FR,FRA
27,Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kauf,Jaelin KAUF,United States of America,US,USA
28,Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,,https://olympics.com/en/athletes/anthony,Jakara ANTHONY,Australia,AU,AUS
29,Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/anastasiia-smirnova,Anastasiia SMIRNOVA,ROC,ROC,ROC
30,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,GOLD,GameTeam,United States,,,United States of America,US,USA
31,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,SILVER,GameTeam,China,,,People's Republic of China,CN,CHN
32,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,BRONZE,GameTeam,Canada,,,Canada,CA,CAN
33,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marielle-thompson,Marielle THOMPSON,Canada,CA,CAN
34,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,,https://olympics.com/en/athletes/sandra-naeslund,Sandra NAESLUND,Sweden,SE,SWE
35,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/daniela-maier,Daniela MAIER,Germany,DE,GER
36,Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ilia-burov,Ilia BUROV,ROC,ROC,ROC
37,Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,,https://olympics.com/en/athletes/guangpu-qi,Guangpu QI,People's Republic of China,CN,CHN
38,Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,,https://olympics.com/en/athletes/oleksandr-abramenko,Oleksandr ABRAMENKO,Ukraine,UA,UKR
39,Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,,https://olympics.com/en/athletes/hanna-huskova,Hanna HUSKOVA,Belarus,BY,BLR
40,Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mengtao-xu,Mengtao XU,People's Republic of China,CN,CHN
41,Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/megan-nick,Megan NICK,United States of America,US,USA
42,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,,https://olympics.com/en/athletes/cassie-sharpe,Cassie SHARPE,Canada,CA,CAN
43,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN
44,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/rachel-karker,Rachel KARKER,Canada,CA,CAN
45,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN
46,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,CH,SUI
47,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kelly-sildaru,Kelly SILDARU,Estonia,EE,EST
48,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nicholas-goepper,Nicholas GOEPPER,United States of America,US,USA
49,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jesper-tjader,Jesper TJADER,Sweden,SE,SWE
50,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alexander-hall-1,Alexander HALL,United States of America,US,USA
51,Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED
52,Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/boutin,Kim BOUTIN,Canada,CA,CAN
53,Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,IT,ITA
54,Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,CA,CAN
55,Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,HU,HUN
56,Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/konstantin-ivliev,Konstantin IVLIEV,ROC,ROC,ROC
57,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,GOLD,GameTeam,Canada,,,Canada,CA,CAN
58,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,SILVER,GameTeam,Republic of Korea,,,Republic of Korea,KR,KOR
59,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,BRONZE,GameTeam,Italy,,,Italy,IT,ITA
60,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,People's Republic of China,,,People's Republic of China,CN,CHN
61,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Italy,,,Italy,IT,ITA
62,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Hungary,,,Hungary,HU,HUN
63,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/semen-elistratov,Semen ELISTRATOV,ROC,ROC,ROC
64,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/daeheon-hwang,Daeheon HWANG,Republic of Korea,KR,KOR
65,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,CA,CAN
66,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ren,Ziwei REN,People's Republic of China,CN,CHN
67,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/wenlong-li,Wenlong LI,People's Republic of China,CN,CHN
68,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,HU,HUN
69,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,GOLD,GameTeam,Netherlands,,,Netherlands,NL,NED
70,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,SILVER,GameTeam,Republic of Korea,,,Republic of Korea,KR,KOR
71,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,BRONZE,GameTeam,People's Republic of China,,,People's Republic of China,CN,CHN
72,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED
73,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,KR,KOR
74,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/hanne-desmet,Hanne DESMET,Belgium,BE,BEL
75,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,KR,KOR
76,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED
77,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,IT,ITA
78,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,,https://olympics.com/en/athletes/queralt-castellet,Queralt CASTELLET,Spain,ES,ESP
79,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tomita,Sena TOMITA,Japan,JP,JPN
80,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,,https://olympics.com/en/athletes/chloe-kim,Chloe KIM,United States of America,US,USA
81,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,https://olympics.com/en/athletes/nick-baumgartner,Nick BAUMGARTNER,United States of America,US,USA
82,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA
83,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA
84,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,https://olympics.com/en/athletes/michela-moioli,Michela MOIOLI,Italy,IT,ITA
85,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN
86,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN
87,Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN
88,Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,,https://olympics.com/en/athletes/chloe-trespeuch,Chloe TRESPEUCH,France,FR,FRA
89,Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA
90,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tim-mastnak,Tim MASTNAK,Slovenia,SI,SLO
91,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,,https://olympics.com/en/athletes/benjamin-karl,Benjamin KARL,Austria,AT,AUT
92,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/vic-wild,Vic WILD,ROC,ROC,ROC
93,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/murase-kokomo,Kokomo MURASE,Japan,JP,JPN
94,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
95,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,,https://olympics.com/en/athletes/anna-gasser,Anna GASSER,Austria,AT,AUT
96,Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA
97,Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN
98,Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alessandro-haemmerle,Alessandro HAEMMERLE,Austria,AT,AUT
99,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,CA,CAN
100,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,CN,CHN
101,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mark-mcmorris,Mark MCMORRIS,Canada,CA,CAN
102,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jan-scherrer,Jan SCHERRER,Switzerland,CH,SUI
103,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ayumu-hirano,Ayumu HIRANO,Japan,JP,JPN
104,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,,https://olympics.com/en/athletes/scotty-james,Scotty JAMES,Australia,AU,AUS
105,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tess-coady,Tess COADY,Australia,AU,AUS
106,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,,https://olympics.com/en/athletes/julia-marino,Julia MARINO,United States of America,US,USA
107,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
108,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,,https://olympics.com/en/athletes/daniela-ulbing,Daniela ULBING,Austria,AT,AUT
109,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ester-ledecka,Ester LEDECKA,Czech Republic,CZ,CZE
110,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/gloria-kotnik,Gloria KOTNIK,Slovenia,SI,SLO
111,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,,https://olympics.com/en/athletes/roisland,Mons ROISLAND,Norway,NO,NOR
112,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,CN,CHN
113,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,CA,CAN
114,Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,Austria,,,Austria,AT,AUT
115,Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,Slovenia,,,Slovenia,SI,SLO
116,Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,Germany,,,Germany,DE,GER
117,Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,,https://olympics.com/en/athletes/marius-lindvik,Marius LINDVIK,Norway,NO,NOR
118,Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,JP,JPN
119,Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/geiger,Karl GEIGER,Germany,DE,GER
120,Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,Slovenia,,,Slovenia,SI,SLO
121,Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,ROC,,,ROC,ROC,ROC
122,Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,Canada,,,Canada,CA,CAN
123,Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,,https://olympics.com/en/athletes/katharina-althaus,Katharina ALTHAUS,Germany,DE,GER
124,Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ursa-bogataj,Ursa BOGATAJ,Slovenia,SI,SLO
125,Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kriznar,Nika KRIZNAR,Slovenia,SI,SLO
126,Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/dawid-kubacki,Dawid KUBACKI,Poland,PL,POL
127,Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/manuel-fettner,Manuel FETTNER,Austria,AT,AUT
128,Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,JP,JPN
129,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/mark-kondratiuk,Mark KONDRATIUK,ROC,ROC,ROC
130,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/kamila-valieva,Kamila VALIEVA,ROC,ROC,ROC
131,Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,United States of America,,,United States of America,US,USA
132,Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,Japan,,,Japan,JP,JPN
133,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,https://olympics.com/en/athletes/wenjing-sui,Wenjing SUI,People's Republic of China,CN,CHN
134,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,https://olympics.com/en/athletes/cong-han,Cong HAN,People's Republic of China,CN,CHN
135,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,https://olympics.com/en/athletes/tarasova,Evgenia TARASOVA,ROC,ROC,ROC
136,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,https://olympics.com/en/athletes/morozov,Vladimir MOROZOV,ROC,ROC,ROC
137,Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,https://olympics.com/en/athletes/anastasia-mishina,Anastasia MISHINA,ROC,ROC,ROC
138,Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,https://olympics.com/en/athletes/aleksandr-galliamov,Aleksandr GALLIAMOV,ROC,ROC,ROC
139,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,https://olympics.com/en/athletes/gabriella-papadakis,Gabriella PAPADAKIS,France,FR,FRA
140,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,https://olympics.com/en/athletes/guillaume-cizeron,Guillaume CIZERON,France,FR,FRA
141,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,https://olympics.com/en/athletes/victoria-sinitsina,Victoria SINITSINA,ROC,ROC,ROC
142,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,https://olympics.com/en/athletes/nikita-katsalapov,Nikita KATSALAPOV,ROC,ROC,ROC
143,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,https://olympics.com/en/athletes/madison-hubbell,Madison HUBBELL,United States of America,US,USA
144,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,https://olympics.com/en/athletes/donohue,Zachary DONOHUE,United States of America,US,USA
145,Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,,https://olympics.com/en/athletes/anna-shcherbakova,Anna SHCHERBAKOVA,ROC,ROC,ROC
146,Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,,https://olympics.com/en/athletes/alexandra-trusova,Alexandra Trusova,ROC,ROC,ROC
147,Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kaori-sakamoto,Kaori SAKAMOTO,Japan,JP,JPN
148,Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shoma-uno,Shoma UNO,Japan,JP,JPN
149,Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,,https://olympics.com/en/athletes/chen,Nathan CHEN,United States of America,US,USA
150,Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yuma-kagiyama,Yuma KAGIYAMA,Japan,JP,JPN
151,Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,Germany,,,Germany,DE,GER
152,Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Austria,,,Austria,AT,AUT
153,Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Latvia,,,Latvia,LV,LAT
154,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,https://olympics.com/en/athletes/tobias-wendl,Tobias WENDL,Germany,DE,GER
155,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,https://olympics.com/en/athletes/tobias-arlt,Tobias ARLT,Germany,DE,GER
156,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,https://olympics.com/en/athletes/toni-eggert,Toni EGGERT,Germany,DE,GER
157,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,https://olympics.com/en/athletes/sascha-benecken,Sascha BENECKEN,Germany,DE,GER
158,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,https://olympics.com/en/athletes/thomas-steu,Thomas STEU,Austria,AT,AUT
159,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,https://olympics.com/en/athletes/lorenz-koller,Lorenz KOLLER,Austria,AT,AUT
160,Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,,https://olympics.com/en/athletes/wolfgang-kindl,Wolfgang KINDL,Austria,AT,AUT
161,Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,,https://olympics.com/en/athletes/johannes-ludwig,Johannes LUDWIG,Germany,DE,GER
162,Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/dominik-fischnaller,Dominik FISCHNALLER,Italy,IT,ITA
163,Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anna-berreiter,Anna BERREITER,Germany,DE,GER
164,Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tatyana-ivanova,Tatyana IVANOVA,ROC,ROC,ROC
165,Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,,https://olympics.com/en/athletes/natalie-geisenberger,Natalie GEISENBERGER,Germany,DE,GER
